HV1,IC1,IC5,CARDPROM,NUMPRM12,NGIFTALL,TIMELAG,year,GENDER,HOMEOWNR,DOMAIN_letters,RFA_frequency,RFA_monetary,AVGGIFT
728,366,16113,33,12,20,9.0,35.0,F,H,S,1,E,6.65
622,174,6303,29,14,19,1.0,18.0,M,H,R,4,E,10.68421053
509,199,9021,33,13,24,5.0,42.0,F,U,R,3,E,8.916666667000001
1159,286,19405,6,11,1,8.117885715,22.0,F,H,C,1,G,45.0
765,306,14183,24,11,20,5.0,23.0,M,U,T,3,D,4.9
640,322,13025,9,9,2,9.0,60.0,F,H,C,1,F,12.5
877,344,16016,24,11,12,12.0,34.0,F,H,T,1,F,9.791666667000001
747,306,15745,23,17,11,1.0,18.0,F,other,C,1,F,12.18181818
2150,313,11619,20,6,7,11.0,37.0,M,H,U,1,F,11.0
675,398,16226,19,13,6,11.0,52.0,M,H,R,2,F,14.33333333
1175,361,15263,9,10,2,10.0,37.5707995,F,other,S,1,F,15.0
518,160,9019,9,11,1,8.117885715,37.5707995,M,other,R,1,G,50.0
1138,433,15345,30,12,11,19.0,48.0,F,H,S,1,F,10.63636364
763,411,15793,11,12,4,6.0,60.0,other,H,T,3,F,17.5
1500,314,24435,29,12,12,22.0,47.0,M,other,U,2,E,3.833333333
4250,519,54674,8,10,2,8.0,36.0,F,H,U,1,F,15.0
340,294,11647,25,12,16,7.0,58.0,F,H,C,2,E,5.75
246,161,7228,11,15,6,2.0,54.0,F,H,R,4,F,16.66666667
388,171,11076,20,20,29,4.0,58.0,M,H,T,3,D,4.75862069
476,257,10528,13,12,3,12.0,37.5707995,other,other,R,1,F,10.66666667
1125,265,17428,15,12,5,9.0,60.0,F,U,U,1,F,15.6
546,255,9933,15,10,5,5.0,30.0,F,H,R,1,G,25.0
451,219,10284,6,12,1,8.117885715,50.0,F,H,R,1,F,20.0
3366,762,34833,11,10,3,9.0,42.0,F,H,T,1,F,10.33333333
309,233,10022,11,19,7,9.0,37.5707995,M,H,U,4,D,4.714285714
549,259,8055,24,23,16,8.0,37.0,F,H,S,1,E,4.9375
1445,429,15841,15,9,4,12.0,29.0,other,H,S,1,F,11.0
2931,626,17691,10,10,2,12.0,36.0,M,H,T,1,F,12.5
4140,514,26721,23,13,9,11.0,37.5707995,M,H,S,1,F,9.444444444
625,240,12972,21,12,8,6.0,22.0,M,H,C,3,F,11.125
765,437,14201,29,11,24,6.0,32.0,M,H,T,1,E,8.375
781,434,23464,26,7,16,12.0,37.5707995,F,U,T,1,E,9.375
657,321,13953,23,11,15,13.0,25.0,F,H,S,1,E,8.466666667
1599,703,31929,9,12,4,18.0,37.5707995,M,other,S,3,E,5.75
1056,288,15275,9,11,2,12.0,37.5707995,F,U,U,1,F,10.0
333,205,9690,23,13,9,12.0,21.0,F,U,R,2,F,12.55555556
662,333,12425,12,15,7,2.0,37.5707995,M,other,R,3,E,9.571428571
686,351,11283,5,10,1,8.117885715,16.0,M,H,T,1,F,15.0
884,376,12196,21,12,12,7.0,61.0,F,H,T,3,D,4.75
680,369,17193,21,11,16,11.0,56.0,F,H,S,3,D,6.375
1217,484,19925,26,12,14,13.0,50.0,F,U,C,3,E,6.571428571
609,315,13508,22,13,6,40.0,61.0,M,H,S,2,F,16.16666667
844,436,14391,15,12,4,2.0,52.0,other,other,T,1,F,16.25
1120,554,22786,11,12,2,7.0,55.0,F,H,S,1,G,22.5
344,177,8706,30,15,24,6.0,23.0,M,U,R,2,E,3.25
850,385,17678,15,25,6,5.0,48.0,F,H,C,4,E,6.666666667
734,323,12757,8,10,2,17.0,19.0,F,H,T,1,F,9.5
497,307,12396,15,5,7,12.0,23.0,M,H,R,1,F,11.85714286
481,289,13905,27,14,12,20.0,41.0,F,H,S,3,F,12.25
869,458,16371,18,12,7,11.0,38.0,F,H,T,3,E,6.714285714
340,203,8622,22,9,11,6.0,42.0,M,H,R,1,F,7.0
252,225,9369,12,9,2,27.0,55.0,M,U,R,1,F,15.0
252,62,4524,19,12,5,11.0,55.0,M,H,U,1,F,10.0
636,326,11901,19,13,7,10.0,37.5707995,F,other,T,1,F,12.28571429
1543,557,18639,31,13,25,4.0,49.0,M,H,C,2,E,10.24
466,245,10603,25,13,9,20.0,25.0,F,H,R,3,E,9.444444444
731,441,14966,18,13,5,15.0,37.5707995,F,other,T,2,G,27.0
662,101,9271,19,12,7,23.0,15.0,M,U,U,2,F,12.42857143
398,227,9100,5,10,2,11.0,40.0,F,H,R,1,F,9.0
588,320,12050,37,21,53,12.0,34.0,F,U,R,2,E,5.1320754719999995
822,327,13907,9,10,2,13.0,64.0,F,H,R,1,F,15.0
300,149,6875,15,12,4,11.0,10.0,M,H,T,1,F,10.25
475,195,9064,18,12,10,22.0,37.5707995,F,other,C,4,D,5.1
877,560,18438,32,11,9,15.0,34.0,M,H,S,1,F,10.55555556
729,420,18481,22,13,5,28.0,17.0,M,H,S,1,G,12.8
605,200,12244,23,13,14,6.0,37.5707995,F,other,S,2,F,13.57142857
885,399,13925,21,13,7,4.0,37.0,F,H,R,1,F,11.71428571
3007,644,29683,16,13,6,10.0,37.5707995,M,other,S,2,F,10.5
420,228,11013,11,13,2,14.0,20.0,M,H,R,1,G,17.5
515,232,11747,30,14,21,2.0,30.0,F,U,T,1,F,13.90476191
3207,643,23691,10,10,2,13.0,37.5707995,F,H,S,1,F,12.5
737,430,15557,32,15,14,7.0,42.0,F,U,T,1,F,8.357142857000001
780,310,19192,17,12,8,7.0,34.0,F,H,S,3,E,6.5
493,273,10044,26,14,8,3.0,41.0,M,H,R,2,F,12.0
499,252,11605,9,10,2,9.0,12.0,F,H,C,1,F,15.0
1410,317,23849,15,11,7,10.0,36.0,M,H,S,3,E,6.285714286
933,463,26728,6,13,1,8.117885715,37.5707995,F,U,T,1,F,20.0
466,211,8769,16,7,9,3.0,28.0,F,other,T,2,E,9.555555556
1262,289,13506,5,10,1,8.117885715,37.5707995,M,other,S,1,F,20.0
408,177,8569,13,12,8,8.0,48.0,M,H,R,4,D,4.75
888,328,17342,6,11,1,8.117885715,37.5707995,F,other,C,1,G,50.0
279,85,5352,9,14,7,24.0,37.5707995,M,H,C,1,F,15.71428571
1143,436,16785,9,13,2,5.0,37.5707995,F,U,R,1,F,16.0
742,369,13642,29,27,12,7.0,44.0,F,H,T,2,F,13.66666667
594,280,11692,30,14,18,9.0,37.5707995,F,H,R,2,E,8.448333332999999
985,478,20164,28,14,12,18.0,36.0,M,H,S,3,F,11.91666667
397,219,11992,29,14,11,7.0,20.0,F,H,T,2,E,8.727272727
223,213,9992,27,12,14,7.0,48.0,M,H,R,3,E,4.464285714
421,283,12079,17,9,7,4.0,30.0,F,U,R,1,F,8.571428571
350,181,9891,29,21,20,10.0,37.5707995,M,other,R,1,F,9.0
582,287,12137,32,15,14,18.0,23.0,F,H,S,2,E,6.428571429
455,347,12181,5,8,1,8.117885715,54.0,F,U,U,1,F,15.0
534,148,12169,26,12,11,5.0,37.5707995,F,U,T,1,F,11.09090909
2109,261,21110,35,12,34,0.0,11.0,F,U,T,3,G,17.5
1775,445,15256,4,8,1,8.117885715,37.5707995,M,U,C,1,F,20.0
983,348,18130,24,17,23,3.0,60.0,F,H,C,1,G,52.34782609
661,219,9470,21,14,19,2.0,30.0,M,H,R,4,D,4.263157895
5000,377,33004,25,28,13,3.0,18.0,M,U,U,2,G,22.61538462
267,174,8924,13,13,5,5.0,54.0,F,H,T,2,G,18.6
892,479,20131,23,13,10,5.0,37.5707995,M,H,T,2,E,8.6
628,290,12149,26,13,18,4.0,40.0,M,H,R,3,G,18.66666667
1955,693,30783,6,12,1,8.117885715,59.0,M,H,S,1,G,30.0
1369,608,21931,33,24,16,21.0,37.5707995,M,H,T,1,F,9.875
452,229,13372,33,29,19,9.0,33.0,M,other,T,2,F,8.52631579
5864,922,44728,26,14,22,1.0,26.0,M,other,U,3,F,12.09090909
982,316,24445,10,13,6,2.0,37.5707995,F,U,C,4,F,10.66666667
978,531,20703,11,12,3,6.0,37.5707995,F,U,S,2,F,16.66666667
343,309,10938,25,13,12,13.0,11.0,M,H,T,3,E,9.833333332999999
0,0,0,14,12,4,7.0,60.0,M,U,C,1,G,23.5
1507,413,29270,32,12,17,2.0,39.0,F,other,C,1,E,11.17647059
1313,417,13578,25,13,11,5.0,34.0,F,other,S,1,F,13.54545455
622,317,13884,23,13,6,8.0,36.0,F,H,C,1,G,20.0
820,266,12474,24,15,11,11.0,26.0,M,H,R,2,E,10.90909091
771,433,15430,15,13,8,5.0,42.0,M,other,U,4,F,9.375
1054,381,17035,12,14,5,3.0,37.5707995,other,H,T,3,E,8.6
749,360,18019,24,9,6,5.0,20.0,M,H,T,1,F,11.83333333
787,191,10420,30,12,27,4.0,17.0,F,H,C,4,D,3.759259259
508,229,9244,16,13,3,15.0,55.0,M,H,T,1,G,25.0
1043,423,16406,36,18,25,3.0,23.0,F,H,S,4,F,9.6
2406,575,17891,28,11,20,6.0,30.0,M,other,S,1,F,9.55
5317,936,43770,16,13,3,10.0,27.0,M,H,S,1,G,21.66666667
363,219,8979,16,6,12,8.0,56.0,F,H,T,1,F,12.25
287,171,7543,33,15,18,3.0,17.0,F,H,C,1,G,11.61111111
585,293,12801,13,14,5,3.0,27.0,M,H,S,3,E,7.6
857,302,19418,6,10,1,8.117885715,37.5707995,M,H,S,1,F,20.0
719,313,11610,29,14,7,37.0,52.0,M,H,S,1,G,18.14285714
595,272,12226,9,14,2,4.0,38.0,M,U,T,2,G,25.0
1626,602,18810,11,4,8,3.0,37.5707995,F,other,C,1,F,10.5
359,151,7498,30,13,12,8.0,15.0,F,U,T,1,F,8.916666667000001
1274,405,22107,12,13,4,9.0,66.0,F,H,T,3,E,10.0
778,431,15032,31,14,26,3.0,37.5707995,F,other,S,4,E,4.961538462
770,248,16365,33,17,16,6.0,20.0,M,H,T,1,F,10.0625
0,0,0,31,12,28,6.0,34.0,F,H,U,3,E,5.75
836,357,17405,16,6,6,6.0,45.0,M,H,T,1,G,20.0
772,216,13155,27,12,14,3.0,43.0,M,H,R,1,F,15.0
942,453,27233,26,13,8,9.0,26.0,M,H,C,1,G,19.875
496,239,11412,22,12,14,4.0,37.5707995,F,U,R,1,E,6.5
566,275,10654,21,13,19,1.0,49.0,F,other,S,4,D,5.1052631580000005
932,258,11556,24,13,9,3.0,18.0,F,U,R,2,G,18.11111111
1582,247,16126,30,15,28,3.0,37.5707995,other,other,R,4,G,17.75
871,456,14989,31,11,16,3.0,37.5707995,M,H,T,1,E,8.125
0,0,0,9,11,4,1.0,44.0,M,H,T,3,E,6.0
991,322,16637,23,9,6,5.0,42.0,M,H,S,1,F,12.83333333
472,204,8737,15,13,11,3.0,36.0,F,H,R,4,E,7.545454545
300,118,7025,20,12,10,2.0,61.0,F,H,C,2,E,7.3
492,209,8379,20,14,10,19.0,18.0,F,H,C,4,E,6.9
1865,364,32925,31,29,12,20.0,34.0,F,H,C,2,F,11.16666667
1495,456,16382,5,8,1,8.117885715,37.5707995,M,other,C,1,F,20.0
338,188,12007,14,13,10,1.0,19.0,F,H,C,3,E,5.5
456,258,9270,18,12,5,32.0,40.0,M,U,R,2,F,10.8
434,240,10618,23,14,10,3.0,37.5707995,F,other,R,3,E,8.7
5344,1105,31344,18,33,7,39.0,14.0,other,H,S,3,G,72.85714286
1299,363,15036,20,7,19,2.0,17.0,F,U,S,1,E,11.05263158
663,317,14689,16,12,3,6.0,29.0,M,H,C,1,G,20.0
283,350,11832,10,11,2,8.0,44.0,F,H,U,1,F,15.0
969,357,15839,29,11,11,4.0,37.5707995,M,other,S,1,F,10.54545455
2017,353,12936,14,12,4,12.0,30.0,M,H,S,2,F,12.5
940,478,17777,16,12,4,1.0,34.0,M,H,S,1,G,35.0
948,412,17422,6,11,1,8.117885715,37.5707995,F,H,R,1,F,20.0
1793,383,27350,15,12,6,3.0,48.0,M,H,S,2,F,7.5
533,248,11618,33,11,22,8.0,37.5707995,other,U,R,1,F,16.81818182
779,319,12940,10,9,2,10.0,49.0,M,H,S,1,F,12.5
209,223,10413,5,11,1,8.117885715,37.5707995,F,other,T,1,F,15.0
389,149,9639,19,7,22,3.0,16.0,F,U,T,1,G,13.0
873,468,24250,16,13,3,21.0,32.0,M,H,C,1,G,21.66666667
604,344,12452,10,13,5,9.0,41.0,F,H,T,4,D,4.6
424,223,8305,32,12,23,6.0,27.0,M,H,T,1,F,10.69565217
343,217,9062,25,12,15,8.0,37.5707995,M,other,R,2,E,4.666666667
1685,365,15463,15,12,3,14.0,37.5707995,M,other,C,1,G,21.66666667
584,267,12340,9,12,5,6.0,17.0,F,H,C,4,E,5.8
2669,529,16827,16,13,3,23.0,20.0,M,H,U,1,G,25.0
1256,625,20180,17,14,11,2.0,33.0,M,H,C,4,F,12.09090909
992,335,22920,6,11,1,8.117885715,48.0,M,H,S,1,F,20.0
1373,249,17045,10,12,2,13.0,37.5707995,F,other,R,1,F,17.5
564,289,9993,25,13,14,6.0,54.0,M,U,T,1,E,5.714285714
475,197,12561,35,18,29,1.0,22.0,F,U,T,3,G,19.62068966
763,327,14681,24,13,9,3.0,11.0,F,other,U,2,F,11.11111111
668,384,14493,20,14,10,14.0,56.0,F,U,S,1,F,19.2
592,266,13102,22,13,15,2.0,11.0,M,H,S,2,E,9.866666667
509,281,10481,23,8,13,13.0,40.0,F,U,T,4,G,20.76923077
454,197,9934,34,21,33,1.0,37.5707995,F,other,R,4,F,11.87878788
321,115,7087,25,8,20,0.0,37.5707995,M,H,T,2,G,25.35
891,255,14154,24,9,20,11.0,34.0,M,other,T,4,F,12.6
1126,247,17073,27,11,15,5.0,18.0,F,U,C,1,E,8.533333333
471,204,10085,15,10,13,8.0,29.0,M,H,T,1,E,10.23076923
684,322,15298,10,14,4,4.0,51.0,F,U,U,3,E,9.0
467,277,9728,16,13,7,6.0,37.5707995,M,U,R,3,E,5.714285714
847,113,5545,14,11,4,4.0,37.5707995,F,H,T,1,F,9.75
1377,203,9246,24,13,14,7.0,34.0,F,U,U,1,F,8.071428571
692,311,14207,10,14,3,6.0,30.0,F,U,R,1,F,12.0
1440,186,11230,6,10,1,8.117885715,37.5707995,F,other,U,1,F,20.0
628,302,11996,12,12,5,1.0,62.0,F,U,T,3,E,9.6
487,227,9977,10,12,3,11.0,38.0,F,U,T,2,F,13.33333333
842,292,15887,17,9,5,10.0,28.0,M,other,R,1,F,12.0
1518,461,22874,15,10,6,3.0,17.0,M,other,U,1,F,10.0
320,186,8679,44,25,49,8.0,16.0,M,other,R,4,D,6.632653061
560,184,9816,7,10,2,12.0,37.5707995,M,other,C,1,F,12.5
722,349,17738,34,25,20,7.0,37.5707995,F,other,S,1,G,71.75
591,328,12064,13,12,7,2.0,31.0,F,U,R,3,E,5.714285714
642,322,14217,13,12,7,3.0,37.5707995,F,U,C,4,D,3.857142857
606,263,10276,23,13,10,11.0,46.0,F,H,T,1,E,12.8
475,271,11336,25,10,24,7.0,37.5707995,F,H,U,3,D,3.041666667
1236,359,13593,19,12,4,7.0,34.0,F,H,C,1,G,65.0
395,262,18469,20,13,7,11.0,27.0,F,H,T,1,F,9.285714286000001
489,260,11273,24,13,14,5.0,53.0,F,U,R,2,F,9.857142857000001
345,167,6672,12,13,6,2.0,40.0,F,U,R,4,G,30.16666667
556,204,11052,20,14,9,10.0,54.0,F,U,U,2,F,8.333333332999999
1855,385,16509,6,11,1,8.117885715,10.0,M,H,C,1,G,25.0
3010,410,19149,9,24,3,6.0,46.0,F,H,S,1,F,18.33333333
2211,262,20127,10,13,4,6.0,37.0,M,H,S,3,F,9.25
2625,843,39295,14,29,3,16.0,60.0,F,H,S,1,F,20.33333333
2182,469,19611,14,12,4,8.0,52.0,F,H,U,2,F,9.75
330,189,12309,5,11,1,8.117885715,37.5707995,F,other,R,1,F,20.0
882,350,13620,6,7,3,1.0,70.0,M,H,T,1,F,10.0
201,158,9721,28,14,16,9.0,43.0,F,H,T,1,F,12.125
559,311,14950,19,15,5,3.0,19.0,M,H,S,1,F,14.8
547,290,10247,8,10,2,9.0,63.0,F,H,T,1,F,10.0
2766,551,23410,16,13,7,2.0,42.0,M,U,S,2,F,8.571428571
758,375,14303,35,17,28,4.0,51.0,M,U,T,3,E,8.642857142999999
512,192,12713,34,14,28,2.0,24.0,M,H,T,4,F,9.214285713999999
509,229,12722,13,12,3,9.0,44.0,F,H,C,1,F,11.66666667
2403,461,21965,19,14,8,4.0,51.0,M,other,U,3,G,14.875
1705,512,20460,7,11,1,8.117885715,51.0,F,U,S,1,G,25.0
509,183,10932,28,13,17,8.0,62.0,F,H,T,2,E,8.117647059
782,435,14253,4,10,1,8.117885715,58.0,F,H,C,1,F,20.0
1098,355,20905,16,14,5,7.0,58.0,M,H,C,1,F,10.4
323,120,5905,14,12,3,12.0,22.0,F,H,C,1,F,14.66666667
715,427,17363,24,10,19,2.0,42.0,M,H,T,1,F,8.473684211
1033,519,17013,6,11,1,8.117885715,36.0,M,H,T,1,G,25.0
552,313,11522,13,11,3,10.0,38.0,M,H,R,1,F,12.33333333
5475,801,57479,17,13,6,9.0,15.0,M,H,U,2,F,7.5
1222,333,16946,24,25,8,5.0,37.5707995,F,other,U,3,F,15.25
526,283,11123,26,11,14,6.0,37.5707995,F,U,R,1,F,5.428571429
481,184,9878,22,13,13,5.0,37.5707995,M,U,R,3,E,5.307692308
1065,268,16527,16,13,7,7.0,54.0,other,other,U,2,G,15.28571429
407,238,9407,25,13,13,4.0,35.0,M,H,R,2,F,9.692307692
533,247,10630,6,10,1,8.117885715,52.0,F,other,R,1,F,20.0
811,340,13582,22,14,14,3.0,49.0,F,U,T,4,D,10.57142857
543,112,9717,22,26,12,8.0,37.5707995,F,H,C,1,F,8.75
1795,572,23738,14,11,3,16.0,48.0,F,H,S,1,F,11.66666667
472,257,11262,23,13,14,9.0,37.5707995,F,U,R,1,F,11.92857143
995,325,15623,4,10,1,8.117885715,37.5707995,F,H,R,1,F,20.0
712,370,16490,22,15,11,14.0,21.0,M,H,T,4,D,5.454545455
859,303,19538,30,29,21,3.0,20.0,F,H,R,1,E,7.619047619
475,327,9828,7,10,2,11.0,42.0,M,H,T,1,F,12.5
1009,367,14199,16,10,2,18.0,51.0,F,other,R,1,G,27.5
850,379,16818,21,12,14,1.0,66.0,F,H,R,3,D,7.357142857
220,180,10234,27,25,18,1.0,17.0,M,H,R,1,F,15.22222222
418,245,9603,25,13,10,15.0,26.0,F,H,C,1,F,9.7
554,351,10234,31,11,31,8.0,25.0,F,H,S,3,D,4.838709677
373,137,5413,24,11,12,22.0,37.5707995,F,other,U,3,D,7.666666667
1531,456,20026,7,12,1,8.117885715,60.0,F,U,S,1,G,25.0
1131,476,18986,9,11,4,11.0,52.0,M,U,S,3,E,6.25
358,271,11747,18,13,7,13.0,62.0,F,H,R,3,G,9.428571429
4255,331,26196,21,12,12,4.0,37.5707995,F,other,U,1,F,10.83333333
636,221,13858,10,13,5,4.0,59.0,F,H,U,4,D,7.0
1028,166,15039,5,12,1,8.117885715,37.5707995,F,other,U,1,F,15.0
548,269,12207,18,22,7,10.0,37.5707995,F,H,T,2,F,9.714285713999999
699,252,14412,14,10,4,10.0,54.0,F,H,R,1,F,9.0
862,454,23529,5,10,1,8.117885715,44.0,F,H,C,1,F,15.0
1085,293,17421,24,13,9,12.0,24.0,F,U,S,2,G,21.22222222
395,250,12934,19,13,10,7.0,37.5707995,F,U,T,3,G,17.6
613,159,13793,23,13,12,7.0,32.0,F,other,U,3,F,15.58333333
531,199,8918,14,13,4,12.0,46.0,M,H,T,2,F,14.0
1641,288,25758,17,4,13,24.0,37.5707995,F,other,C,3,D,5.923076922999999
299,166,9018,30,13,12,7.0,30.0,F,H,R,3,E,7.3608333329999995
635,385,13493,17,13,6,15.0,37.5707995,M,other,T,2,G,11.0
3871,578,29794,30,24,38,5.0,12.0,M,H,U,2,E,8.789473683999999
1139,464,24254,6,12,1,8.117885715,11.0,M,H,C,1,F,20.0
659,348,12139,12,13,2,17.0,73.0,F,H,T,1,G,22.5
1899,328,14628,26,12,11,5.0,38.0,M,H,S,1,F,14.90909091
652,238,16455,12,8,5,7.0,44.0,F,H,U,3,F,12.8
451,201,9414,10,12,3,7.0,37.5707995,other,other,R,2,F,16.66666667
1693,519,24362,12,12,2,9.0,60.0,M,H,T,1,G,19.0
696,319,17275,23,15,17,10.0,37.5707995,F,other,U,4,E,6.941176471
1385,427,16911,30,12,22,9.0,55.0,M,H,S,1,E,7.727272727000001
665,272,11393,7,4,2,24.0,37.5707995,F,other,T,1,F,15.0
823,188,10884,14,11,4,15.0,32.0,M,H,C,1,F,10.75
385,189,8490,17,10,6,2.0,45.0,M,other,U,1,F,12.33333333
413,238,8906,14,15,4,12.0,37.5707995,M,U,S,2,F,10.0
1052,288,13411,24,13,12,7.0,12.0,F,H,T,3,E,6.5
5202,865,50165,15,14,6,1.0,37.5707995,M,other,C,2,F,9.833333332999999
240,244,9725,16,13,10,2.0,12.0,F,H,R,4,F,18.5
472,318,13200,24,13,10,4.0,30.0,F,H,C,1,G,10.6
534,214,10796,5,10,1,8.117885715,21.0,M,U,C,1,F,15.0
1756,449,17564,9,11,2,10.0,28.0,F,U,T,1,F,15.0
865,537,16327,10,10,2,20.0,46.0,F,H,S,1,F,12.5
1062,196,8644,20,11,5,7.0,28.0,F,H,U,1,F,12.6
698,259,10491,32,10,28,11.0,37.5707995,F,other,T,1,E,7.214285714
533,227,11965,21,11,17,3.0,37.5707995,F,U,R,2,E,6.823529412
538,349,12817,8,9,2,10.0,45.0,M,U,R,1,F,10.0
360,192,8122,13,12,3,12.0,37.5707995,F,other,R,1,F,13.33333333
564,306,11643,21,15,12,7.0,26.0,F,H,R,4,E,12.58333333
399,218,9894,15,13,7,3.0,10.0,F,H,R,3,F,8.285714286000001
1068,316,16414,15,12,5,6.0,49.0,M,H,S,1,F,10.6
853,402,23201,10,7,7,5.0,51.0,M,H,S,3,G,22.14285714
2134,312,21349,9,13,3,5.0,44.0,F,other,U,2,F,22.33333333
735,224,9771,15,9,3,6.0,30.0,M,H,R,1,F,10.33333333
2620,697,22692,16,13,4,8.0,64.0,F,H,S,2,G,18.25
779,419,19286,25,27,17,12.0,52.0,M,U,T,3,D,6.823529412
2051,544,17701,31,12,22,9.0,27.0,F,H,C,2,E,7.6363636360000005
716,361,14563,15,12,5,9.0,44.0,F,H,T,2,F,11.2
420,208,10045,9,12,3,3.0,30.0,F,H,T,3,E,8.333333332999999
494,325,10840,11,13,2,8.0,42.0,F,H,U,1,G,18.0
1976,523,26352,29,12,8,8.0,20.0,M,H,U,1,G,15.125
619,122,4052,19,12,10,10.0,24.0,M,H,U,4,D,5.3
1158,496,15293,4,6,1,8.117885715,37.5707995,M,other,S,1,G,25.0
530,286,11184,16,15,8,1.0,35.0,M,H,T,1,F,18.75
732,375,13209,28,12,19,3.0,36.0,M,other,S,1,E,5.263157895
463,166,10185,3,7,1,8.117885715,38.0,M,H,S,1,F,15.0
1024,286,24465,22,13,12,5.0,39.0,F,H,S,2,F,9.916666667000001
1336,325,16911,9,12,2,3.0,24.0,M,U,C,2,F,15.0
4500,368,27912,15,12,8,5.0,59.0,M,H,U,4,D,6.125
1040,367,20075,15,13,9,4.0,37.0,F,H,C,4,G,8.777777777999999
1449,605,17504,6,12,1,8.117885715,37.5707995,F,U,S,1,G,25.0
465,269,11524,13,13,6,1.0,16.0,M,U,U,3,G,13.5
490,263,11724,34,13,24,3.0,41.0,F,U,R,2,F,14.70833333
807,352,9434,5,10,1,8.117885715,66.0,M,H,S,1,F,20.0
660,256,12749,14,13,12,8.0,21.0,F,other,C,4,E,5.75
656,233,10653,24,13,8,4.0,15.0,M,H,C,2,F,11.125
1741,796,34667,9,11,2,16.0,40.0,F,H,U,1,F,15.0
522,196,13439,29,13,15,2.0,19.0,M,other,U,1,G,6.666666667
635,442,16838,7,13,3,1.0,13.0,M,H,C,3,E,8.333333332999999
729,320,19110,26,13,10,37.0,19.0,F,H,S,3,F,12.7
547,309,12172,30,13,10,7.0,14.0,M,other,S,1,G,25.1
986,485,18013,9,10,2,9.0,52.0,F,H,T,1,F,15.0
2371,517,23386,23,11,8,7.0,38.0,M,H,T,1,F,13.5
700,270,14924,20,14,12,9.0,37.5707995,F,other,U,4,F,8.416666667000001
355,267,11220,12,13,4,15.0,37.5707995,other,other,T,3,E,8.25
808,205,10260,29,16,21,7.0,37.5707995,M,other,U,3,D,4.2380952380000005
363,216,12063,30,10,13,10.0,20.0,M,H,T,1,E,9.846153846
678,289,13700,7,10,1,8.117885715,37.5707995,F,H,T,1,G,25.0
1085,632,20537,19,29,3,7.0,37.5707995,M,H,S,1,G,43.33333333
770,144,9540,32,14,27,15.0,32.0,F,other,U,3,F,12.85185185
408,203,11808,29,11,24,11.0,28.0,M,H,R,1,E,6.791666667
820,267,11748,18,13,8,9.0,26.0,M,H,S,3,E,8.125
1151,509,18345,13,10,3,10.0,44.0,M,H,T,1,F,11.0
1064,355,12089,11,14,2,13.0,54.0,F,H,S,1,G,20.0
3535,600,24723,28,13,25,5.0,18.0,F,H,S,2,F,12.16
272,140,7613,12,9,2,14.0,50.0,F,H,C,1,G,15.0
738,251,11256,21,13,12,8.0,11.0,M,other,R,2,E,6.25
570,261,12375,15,12,4,3.0,55.0,F,H,R,1,F,13.0
407,198,10294,24,11,16,15.0,44.0,F,U,R,1,E,5.375
308,193,5789,3,7,1,8.117885715,37.5707995,F,other,U,1,F,15.0
710,290,13856,21,27,8,9.0,37.5707995,F,H,C,1,F,10.5
1206,608,19742,19,13,16,3.0,37.5707995,M,other,U,3,F,8.5
670,248,10110,24,13,9,5.0,38.0,F,U,R,1,G,9.444444444
382,226,10785,31,13,11,5.0,37.5707995,M,U,R,1,F,19.36363636
585,137,7219,19,12,8,18.0,39.0,M,H,S,2,F,12.0
924,469,21283,30,13,20,8.0,19.0,M,H,S,1,E,8.8
3612,695,29566,5,11,1,8.117885715,48.0,F,H,S,1,F,15.0
275,162,9304,31,10,20,4.0,32.0,M,U,R,1,E,8.25
356,226,9665,19,7,18,8.0,37.5707995,M,U,C,4,D,4.5
1057,450,23303,22,12,6,36.0,35.0,M,H,C,1,F,11.83333333
638,275,10700,21,14,13,4.0,68.0,F,H,R,4,D,4.923076923
516,229,12318,25,15,11,18.0,50.0,M,U,T,4,G,14.72727273
388,206,11641,33,12,22,3.0,28.0,M,U,R,2,F,9.181818182
2717,360,23763,24,31,15,2.0,11.0,F,H,C,4,G,19.66666667
479,223,9404,11,14,6,6.0,37.5707995,M,other,R,4,E,8.0
1138,396,19121,14,15,6,4.0,37.5707995,M,other,S,3,G,13.5
1875,220,16023,6,12,1,8.117885715,24.0,M,U,C,1,F,20.0
608,263,11878,21,13,7,5.0,20.0,F,H,T,1,F,12.28571429
359,183,8938,22,10,21,3.0,48.0,F,other,R,1,E,8.238095238
293,198,9534,22,15,13,4.0,37.5707995,F,other,R,2,E,6.769230769
385,197,7149,25,13,8,3.0,31.0,F,H,C,1,F,15.0
377,261,12356,11,15,4,14.0,37.5707995,F,other,R,3,E,9.25
895,70,9545,6,11,1,8.117885715,37.5707995,other,other,C,1,F,20.0
773,362,14661,14,12,4,4.0,60.0,other,H,R,1,F,11.5
1127,398,23165,32,13,22,7.0,22.0,M,H,S,4,F,11.77272727
955,527,17568,21,13,8,6.0,40.0,M,H,S,2,F,9.5
827,478,12852,5,8,1,8.117885715,51.0,M,H,T,1,F,15.0
429,188,8568,24,9,20,35.0,37.5707995,other,H,U,2,E,7.0
745,173,9995,17,12,9,1.0,34.0,F,U,C,2,F,4.333333333
790,361,11742,27,11,10,32.0,30.0,F,H,U,1,F,9.8
308,339,11803,25,14,14,5.0,37.5707995,other,U,R,2,E,6.785714286
